,postalCode,name,distance,categories,lat,lng,id,City,Neighborhood
6,,Glen Garry Shopping Centre,3904,Shopping Mall,-33.856768467010056,18.672027477890293,4d7e10fe9df3f04d7b61bd94,Cape Town,Brackenfell
7,,Woolworths Food,3897,Grocery Store,-33.856709034831155,18.67222186215664,4cd039c648b837047a1cf1de,Cape Town,Brackenfell
8,,Ou Meul Bakkery,6507,Café,-33.87021614866072,18.631309514987937,535e1616498e6c5d20a1a50d,Cape Town,Brackenfell
9,7530,Food Lover's Market,6483,Supermarket,-33.86715641,18.63250875,4b920d17f964a52018e533e3,Cape Town,Brackenfell
10,7530,M-Kem,6016,Pharmacy,-33.88830814540221,18.635206236908818,4ba20672f964a520ffd637e3,Cape Town,Brackenfell
11,,Vida E Caffè,5939,Café,-33.8800206224521,18.63583157110421,53884c6d498e39acdc8e2ea0,Cape Town,Brackenfell
12,,Jerry's Burger Bar,6413,Burger Joint,-33.8714383391959,18.632033320080712,56740de3498e17815dc6b777,Cape Town,Brackenfell
13,,Orms Pro Photo Warehouse North,5890,Electronics Store,-33.882375076737276,18.63626648785036,4c9757097605199caf20c8a3,Cape Town,Brackenfell
14,7580,Zevenwacht Wine Estate,5823,Winery,-33.93019289414788,18.72733421495576,4b739659f964a52013b52de3,Cape Town,Brackenfell
15,,Boston Coffee,7341,Coffee Shop,-33.89318606691485,18.62150184480991,54926e1f498e89679bdd2a49,Cape Town,Brackenfell
16,,Woolworths,6049,Department Store,-33.87543188038071,18.635184907982232,4c7e63d1b53db1f7b1ce9f11,Cape Town,Brackenfell
17,7530,Virgin Active Health Club,6200,Gym,-33.87719041759904,18.63327861060014,4c41a7cb3735be9a23b218a4,Cape Town,Brackenfell
18,,Jordan Restaurant,7892,Restaurant,-33.94307577021469,18.7454866992263,4fca0767e4b010c6fca5961c,Cape Town,Brackenfell
19,,Schoongezicht Restaurant,1889,Restaurant,-33.89551347506501,18.713881203158177,4d7bd13bda568cfa320959ff,Cape Town,Brackenfell
20,8001,Col'Cacchio,6494,Pizza Place,-33.8702433912994,18.631449919945567,4dcd25eb3151a1df1e492bb8,Cape Town,Brackenfell
21,,The Olive Bistro,7293,Gastropub,-33.83118824137428,18.651800219788324,509631b1e4b0cb1b32536eb7,Cape Town,Brackenfell
22,,Jordan Wine Estate,7879,Vineyard,-33.94296564286038,18.74542141212019,4cc2cf0d8062468888a02b2f,Cape Town,Brackenfell
23,7530,Burger Fair,5266,Fast Food Restaurant,-33.90377171056637,18.648757309119112,4c599205d3aee21ebf7d6855,Cape Town,Brackenfell
24,7550,Cattle Baron,7401,Steakhouse,-33.83008157677166,18.651610845286047,4c1de818b306c928534866b7,Cape Town,Brackenfell
25,7530,The Hussar Grill,6459,Steakhouse,-33.871559155849695,18.631494164475622,4c14b2afa1010f4796d54c18,Cape Town,Brackenfell
26,7550,Sonstraal Spar,5661,Department Store,-33.83644834721606,18.67549288424508,4ba266dcf964a5203ff537e3,Cape Town,Brackenfell
27,,Ocean Basket Glen Garry,3899,Seafood Restaurant,-33.857484402592135,18.671161490355473,4d0f8b9bd467236a46bdbe4a,Cape Town,Brackenfell
28,,Limnos Bakery,5988,Bakery,-33.88292471301843,18.635199240909177,4ba85f7bf964a52079d839e3,Cape Town,Brackenfell
29,,Sir Loin,3640,Steakhouse,-33.85073803372924,18.69395837879709,54bf7da7498ec4a8eb923636,Cape Town,Brackenfell
30,,Hartenberg,8666,Winery,-33.8979557529915,18.792058075051443,4c692a128d22c928dc6fb645,Cape Town,Brackenfell
31,,Dutch Haven,5748,Bistro,-33.86820249934682,18.64043011687884,5395908a498edbdef876c6f3,Cape Town,Brackenfell
32,,Makro,3896,Warehouse Store,-33.84838903943432,18.694167944790212,4fc8b163e4b03a05d4a5d3b7,Cape Town,Brackenfell
33,,Barnyard Theatre,6503,Theater,-33.869612720588414,18.631518900102332,4bf2dd43e5eba593a9e51d90,Cape Town,Brackenfell
34,,Woolworths Food Welgemoed Forum,7613,Food & Drink Shop,-33.873952901088266,18.618354055896813,4c9a3b579c663704afe456fd,Cape Town,Brackenfell
35,,Cape Gate Spar,3636,Supermarket,-33.85084756588376,18.693422068737316,4cebd46ff8653704e8fcc4c4,Cape Town,Brackenfell
36,7530,Mugg & Bean,6070,Coffee Shop,-33.872795,18.635484,4ba7a4cef964a52081a539e3,Cape Town,Brackenfell
37,7530,Vida e Caffè,6497,Coffee Shop,-33.87021238718739,18.631425073283964,4b73c2acf964a520eaba2de3,Cape Town,Brackenfell
38,7560,Capegate Shopping Centre,3572,Shopping Mall,-33.85126197,18.69472219,4dae8c71cda1ea0bb0406103,Cape Town,Brackenfell
39,,Yuz Sushi,5950,Sushi Restaurant,-33.88008035580786,18.635715593392188,4dc19693b0fb1c18ee67094d,Cape Town,Brackenfell
40,,Vida E Caffe,6088,Coffee Shop,-33.87467483208203,18.634894570475733,4f45ee72e4b07d8af2efc171,Cape Town,Brackenfell
41,,Willowbridge Shopping Centre,6474,Shopping Mall,-33.87052642449106,18.63159260952991,4b827722f964a52008d430e3,Cape Town,Brackenfell
42,7530,Exclusive Books,6223,Bookstore,-33.872596249011494,18.633854984543508,4cd6908f122ba1431d7e33a1,Cape Town,Brackenfell
43,7550,The Vineyard Deli,6554,Deli / Bodega,-33.86229975596597,18.63363076849041,4c7b79422d3ba143031394d0,Cape Town,Brackenfell
44,,Alberto's Restaurant and Pub,7889,Restaurant,-33.82647111693134,18.64860625666377,4be9a0a8a9900f479f8d1540,Cape Town,Brackenfell
45,,Wedgeview Country House and Spa Stellenbosch,9884,Bed & Breakfast,-33.948837251802594,18.77186674228229,4bd5d3209649ce7215af511d,Cape Town,Brackenfell
46,,Yang yangs,3429,Chinese Restaurant,-33.882451720499006,18.662901767670377,4dd69e367d8b322663db5ac3,Cape Town,Brackenfell
47,,Stodels Nursery,3396,Flower Shop,-33.87330488198107,18.665180904242263,4bb89d56b35776b0c709c901,Cape Town,Brackenfell
48,,Cape Garden Centre,6537,Garden Center,-33.8335186724196,18.73798439947587,4bb71344f562ef3b93013197,Cape Town,Brackenfell
49,,Die Boer,7453,Music Venue,-33.830183572547405,18.6505284571695,4c1b5218013795210ddb46f3,Cape Town,Brackenfell
50,7536,Cattle Baron Grill House,6335,Steakhouse,-33.87873,18.63165,4daf12894df0f639f2595242,Cape Town,Brackenfell
51,7530,Tyger Waterfront,6562,Office,-33.876702988162556,18.629400662289278,4bcc70a80687ef3b5433dfcc,Cape Town,Brackenfell
52,,D's Speakeasy,7541,Pub,-33.83209368358392,18.646245724366526,4f0d6c0de4b01660dc7720d1,Cape Town,Brackenfell
53,,Villiera,9985,Vineyard,-33.83718288220095,18.792829647053036,4c331ba73896e21e666de990,Cape Town,Brackenfell
54,,Arugula Bistro & Bread,7601,Restaurant,-33.8739241137782,18.61848919084369,4f7ea198e4b077c1807d3e4f,Cape Town,Brackenfell
55,7550,"Ruslamere Guest House, Spa and Conference Centre",6834,Bed & Breakfast,-33.82957873326731,18.663676520312194,4bd74d5b304fce720d5833ab,Cape Town,Brackenfell
56,7550,Vida e café,7528,Café,-33.83064109948833,18.6485429499513,54a8ff61498ea66986616438,Cape Town,Brackenfell
57,7530,Tyger Valley Centre,6197,Shopping Mall,-33.8726891648905,18.634115104706325,4b45b6a9f964a5207f0f26e3,Cape Town,Brackenfell
58,,De Oude Welgemoed Restaurant,7936,Pizza Place,-33.87043028504159,18.615483843164842,4e7d7dd69a521ffdaa4e03ea,Cape Town,Brackenfell
59,,Yummy zone,5875,Sushi Restaurant,-33.87633671030918,18.636945057877476,4f47cbeae4b0683d4ec88271,Cape Town,Brackenfell
60,,Bossa Social Cafe & Bar,6623,Cocktail Bar,-33.875031632145934,18.628989754192688,514de7ace4b08621ab8d3b9f,Cape Town,Brackenfell
61,7551,Eat@Altydgedacht,8004,Restaurant,-33.847325908631674,18.624847393741074,4d1dc5e4f7a9a143cc2a139f,Cape Town,Brackenfell
62,,Checkers,4837,Convenience Store,-33.843976964481364,18.677121952643528,4c9164ccb641236abe4d8179,Cape Town,Brackenfell
63,,Copper Club Eatery,6495,Burger Joint,-33.876739501953125,18.6301326751709,564dfed8498ee48b0efd5236,Cape Town,Brackenfell
64,,Woolworths Palm Grove,7303,Grocery Store,-33.83378313206032,18.647833639496014,4be1a45542e8c928fa783406,Cape Town,Brackenfell
65,7530,Silver Spur,6560,Breakfast Spot,-33.8923636547782,18.629902200687045,4d4c48201ae437042ceef260,Cape Town,Brackenfell
66,,Tygerberg hill,8291,Scenic Lookout,-33.889035792645,18.610560895385028,4f2252cbe4b083187463a574,Cape Town,Brackenfell
67,,Pick 'n Pay,6119,Grocery Store,-33.873319535551154,18.63482902784354,4d5944ebfe7c224b902276b5,Cape Town,Brackenfell
68,,Bossa Nova,7575,American Restaurant,-33.82946538513488,18.64949452333092,4d6bccaa87b9548100cdc5dd,Cape Town,Brackenfell
69,7603,Polkadraai Strawberry Farm,9703,Farmers Market,-33.96238076405253,18.743561489782426,4b9defc0f964a5206ec336e3,Cape Town,Brackenfell
70,7550,Durbanville Golf Course,6534,Golf Course,-33.83495857600362,18.659472011023176,4b8d6233f964a5207cf832e3,Cape Town,Brackenfell
71,,D'Aria Wine Farm,9552,Winery,-33.841377373098695,18.609662131179853,4c5ff1df12e5c92872fd1d4c,Cape Town,Brackenfell
72,,Checkers,6570,Grocery Store,-33.86784230906674,18.631309359614175,4c7cf12faa3ba093c0faab74,Cape Town,Brackenfell
73,,Soet,7531,Café,-33.83061660787478,18.648525552691485,4f87eaa7e4b05ae887639584,Cape Town,Brackenfell
74,7550,Silver Creek Spur,7419,Breakfast Spot,-33.83266883428387,18.6474581940829,4c45cc57f799e21eaab0afa2,Cape Town,Brackenfell
75,7570,Checkers Okavango Crossing,4895,Supermarket,-33.83924361063571,18.695421621626735,598895e6e96d0c565386bffc,Cape Town,Brackenfell
76,,Bamboo Garden Restaurant,6534,Restaurant,-33.833485,18.737852,4ee352322c5b5fc6cb42554c,Cape Town,Brackenfell
77,,Burger King,6221,Fast Food Restaurant,-33.8725596386889,18.633881763727175,51bb5519498e92fc734b7166,Cape Town,Brackenfell
78,7551,SPAR,8419,Supermarket,-33.83348749,18.63121193,4c7bb25097028cfab98be1fe,Cape Town,Brackenfell
79,7357,SPAR,1302,Grocery Store,-33.88247348,18.71408198,4c4db6f092b6a593e1a6ba6e,Cape Town,Brackenfell
80,,Slug And Lettuce,7471,Steakhouse,-33.83292198978405,18.646268665951144,5256f5a211d2857ca3662556,Cape Town,Brackenfell
81,,Pinehurst Centre,5768,Convenience Store,-33.832757753000315,18.685008574072572,52dbab3b498e836131d0640d,Cape Town,Brackenfell
82,7570,Bugz Kiddies Playpark,6504,Playground,-33.83320373854146,18.73670029929911,4ba75f93f964a520e68e39e3,Cape Town,Brackenfell
83,7550,Virgin Active Health Club,7527,Gym,-33.831549399923496,18.64723235867574,4d13181affa1224b3ff59dad,Cape Town,Brackenfell
84,,Cobble Walk,4831,Shopping Mall,-33.84392872937349,18.677382931754114,4b587e2af964a5205e5a28e3,Cape Town,Brackenfell
85,7550,Bella Bellota Durbanville,7559,Sports Bar,-33.82953206671463,18.649671840572978,4edcf3987ee5e8e3e9db39a7,Cape Town,Brackenfell
86,,"Ocean Basket, Zewenwacht Mall",7416,Seafood Restaurant,-33.9496013829661,18.69612750842738,4c6912f45be8d13ab8e1617a,Cape Town,Brackenfell
87,,Ocean Basket Glengarry Shopping Centre,4470,Seafood Restaurant,-33.84909,18.67419,4e479d6daeb70e74f4a45ba3,Cape Town,Brackenfell
88,7538,Tygerberg Nature Reserve,9370,Other Great Outdoors,-33.87621300146079,18.598946713553726,4d0def263bbaa1431efa3fda,Cape Town,Brackenfell
89,7500,Ster Kinekor,9701,Multiplex,-33.906656928348724,18.598932217809185,4d92029656a3f04d580ef041,Cape Town,Brackenfell
90,7652,Cape Gate Superspar,3652,Department Store,-33.850725,18.693254,4d189fdfb15cb1f7d695bc21,Cape Town,Brackenfell
91,,Woolworths,9577,Grocery Store,-33.904508995805536,18.59962447111579,4d529efb9d493704d45dda39,Cape Town,Brackenfell
92,7530,Poplars Restaurant,9618,Restaurant,-33.84091089468405,18.609162331567475,4b5163d8f964a520504c27e3,Cape Town,Brackenfell
93,7579,Zevenwacht Mall,7365,Shopping Mall,-33.949138323842014,18.69609850928539,4c81f8ae47cc224bbda2819f,Cape Town,Brackenfell
94,7579,Coyote Spur,7349,Steakhouse,-33.949016764715815,18.696619439673952,4d35568698336dcba75940f0,Cape Town,Brackenfell
95,7580,Hazendal Wine Estate,2679,Winery,-33.90089606783503,18.719472543187276,4d6229b229ef236adbecb859,Cape Town,Brackenfell
96,7550,Checkers Durbanville,7549,Grocery Store,-33.83094287365553,18.647743287291053,4d1ca104c17ff04d1230c841,Cape Town,Brackenfell
97,,Devonvale Golf And Wine Estate,9596,Golf Course,-33.88322729037265,18.803840193988343,4be1a88a8dd062b594733e3c,Cape Town,Brackenfell
98,,Chocolat Café Decor,7594,Coffee Shop,-33.83042095098909,18.647732299566467,4bcec422cc8cd13aecd1c4cf,Cape Town,Brackenfell
99,7536,SPAR,8473,Grocery Store,-33.85882545,18.61309352,4d84b3535e70224b11c91109,Cape Town,Brackenfell
0,,The Lighthouse Cafe,175,Café,-34.193163993654586,18.43135689901424,514d8bffe4b091940a1725ea,Cape Town,Simons Town
1,,Monocle & Mermaid,21,Café,-34.193270586211405,18.433466871660144,545e3eca498e7ab0f02e0435,Cape Town,Simons Town
2,,Boulders Beach Penguin Colony,1458,Nature Preserve,-34.195546333030784,18.448848691874005,53d51cb2498ecbe059fa78ff,Cape Town,Simons Town
3,,Boulders Visitor Centre,1518,National Park,-34.19579104287583,18.449448564624124,4db95b8a0437609120ffe738,Cape Town,Simons Town
4,,The Sweetest Thing,249,Café,-34.19317047351982,18.430551826674225,4bbb4de63db7b713a626249a,Cape Town,Simons Town
5,,Saveur Restaurant,85,Seafood Restaurant,-34.19291152621334,18.432391332695282,54ad0e2b498ed6d6c86153cc,Cape Town,Simons Town
6,,Scratch Patch & Mineral World,2504,Jewelry Store,-34.171470206138544,18.4261517651053,4b769cdbf964a52079542ee3,Cape Town,Simons Town
7,,Fish Hoek Beach,6241,Beach,-34.13711698645851,18.43428611755371,4b6d405af964a5209f6d2ce3,Cape Town,Simons Town
8,7975,Misty Cliffs,6507,Beach,-34.18558,18.363195,4d0b289e5f86f04df35ccaa0,Cape Town,Simons Town
9,7975,Whole Earth Café,5475,Coffee Shop,-34.195824,18.373886,56c4559bcd10703f0af4a35b,Cape Town,Simons Town
10,,The Meeting Place,116,Café,-34.19325413010905,18.43200765819856,4baf22c5f964a52011ed3be3,Cape Town,Simons Town
11,7975,Scarborough Beach,5689,Beach,-34.200231793710266,18.372058868408203,4d9dc7287509b1f7198c48a0,Cape Town,Simons Town
12,,The Hub Café,5379,Coffee Shop,-34.196884,18.37501,511f71b2e4b093807a2caa12,Cape Town,Simons Town
13,,Cafe Penguino,1295,Café,-34.1949229059806,18.447179133720603,4dbabba55da389d2c24222f7,Cape Town,Simons Town
14,,Harbour House,7210,Seafood Restaurant,-34.12976088091904,18.449190503592668,4b8d3f85f964a520beef32e3,Cape Town,Simons Town
15,7975,Fish Hoek Fisheries,6336,Seafood Restaurant,-34.13626448054778,18.432016968727112,4c4f15abdb2c20a15b4d7875,Cape Town,Simons Town
16,,St James Beach,8595,Beach,-34.11895264257002,18.45895678725493,4bc1802c461576b0bd197c32,Cape Town,Simons Town
17,,Clovelly Country Club,7894,Golf Course,-34.12240533754671,18.427856241487753,4c43fec7f0bdd13acdffc8cc,Cape Town,Simons Town
18,7975,Simonstown Country Club,2094,Golf Course,-34.201633782131665,18.453583926840274,4d22f441dd6a236a39c64b38,Cape Town,Simons Town
19,,Seaforth Restaurant,1292,Seafood Restaurant,-34.194252484070304,18.447247741595962,4ba6430cf964a520454039e3,Cape Town,Simons Town
20,7995,Jubilee Square,2,Plaza,-34.193203597618705,18.433258411874476,4d1b45f35acb721ed0f30cb2,Cape Town,Simons Town
21,7990,Olympia Café & Deli,7422,Café,-34.12763948370044,18.44809931608288,4bb5b6f7ef159c74defe74f7,Cape Town,Simons Town
22,7985,Blue Water Cafe,9468,Café,-34.14200249326332,18.351158119751712,4c2873ac9fb5d13adc899957,Cape Town,Simons Town
23,,The 2'6 Pence,201,Pub,-34.193157182109694,18.431073556333466,4d190352816af04d793e5ac2,Cape Town,Simons Town
24,,Imhoff Farm,9446,Farm,-34.1425613638341,18.3509427192012,4bc1dbbc461576b0a4657c32,Cape Town,Simons Town
25,7975,Bhandaris,5884,Indian Restaurant,-34.14038928605399,18.429946303367615,4d04555890762d43989ff18a,Cape Town,Simons Town
26,,Witsands Beach,7581,Surf Spot,-34.176804398835216,18.353351173429033,51333d0fe4b041d1d7791643,Cape Town,Simons Town
27,7975,Black Marlin Seafood Restaurant,5403,Seafood Restaurant,-34.230116190768314,18.471355912639773,4ba63d80f964a5204d3e39e3,Cape Town,Simons Town
28,,Kalk Bay Theatre,7743,Theater,-34.12513501360191,18.45071293308603,4e076806fa767637fd2aa43b,Cape Town,Simons Town
29,,Satori,7657,Italian Restaurant,-34.12583167270657,18.450174721957595,4bc0ca9aabf49521cce2bf93,Cape Town,Simons Town
30,7990,Live Bait,7233,Seafood Restaurant,-34.12957421200364,18.449310489892156,4c8cac9acf3ea143e55ff751,Cape Town,Simons Town
31,7975,Brass Bell,7641,Seafood Restaurant,-34.1260837751392,18.450760496894603,4b9a969df964a5200cc435e3,Cape Town,Simons Town
32,,Bootlegger Coffee Company Kalk Bay,7487,Coffee Shop,-34.12710187453033,18.44844990437463,56e6b34f498ea4e7695a6895,Cape Town,Simons Town
33,,Kalky's,7277,Fish & Chips Shop,-34.12909241881944,18.448862701973347,4c3c5b6a17f2ef3bb50281f4,Cape Town,Simons Town
34,,Dixie's,3197,Café,-34.16449661461802,18.431384784703965,4be5be7b8a8cb713716ac4a0,Cape Town,Simons Town
35,7975,Boulders Beach Lodge & Restaurant,1916,Restaurant,-34.198321704915266,18.45312604939727,4d08905e0ead8cfa454cf076,Cape Town,Simons Town
36,,Easy Dig Cafe,8379,Café,-34.13342134198026,18.377955495720176,4e41007a8877f7a2cf2ad407,Cape Town,Simons Town
37,,Lekker Kalk Bay,7605,Café,-34.1261992776905,18.44953582177628,5468ab48498e9e5bff922a03,Cape Town,Simons Town
38,7975,STOEP+SWING,3671,Pub,-34.16032670644627,18.429737091064453,4fccd8e07b0cbd800b0e87e4,Cape Town,Simons Town
39,7975,Glencairn Beach,3744,Beach,-34.159572091310196,18.431721925735474,4c8b95ec1556bfb751260293,Cape Town,Simons Town
40,,Casa labia,9624,Italian Restaurant,-34.11117971566934,18.466393148985166,4c3c49d27f49c9b64f9e6be3,Cape Town,Simons Town
41,,The Courtyard Café,7748,English Restaurant,-34.12511628813233,18.45087724236054,55d829bc498e9c6d184f7f21,Cape Town,Simons Town
42,,Stoked Backpackers,9894,Hostel,-34.109012104182455,18.46778422421026,50ed26ace4b009bc96318c6f,Cape Town,Simons Town
43,,Cape Point Ostrich Farm,6854,Farm,-34.25304115107526,18.45072075375613,4e22e0bd483b041af1fafc09,Cape Town,Simons Town
44,,Checkers - Sun Valley,8992,Convenience Store,-34.120989545467474,18.389463843043384,56791208498e05d5b379baad,Cape Town,Simons Town
45,,Virgin Active Sun Valley,8905,Gym / Fitness Center,-34.121833678901694,18.389535864597967,565981dd498e8316335be62c,Cape Town,Simons Town
46,7995,Shell,458,Gas Station,-34.19273559,18.42831778,50211180e4b05f2aebf5b7c4,Cape Town,Simons Town
47,7975,Food Lover's Market,8815,Fruit & Vegetable Store,-34.12373922435551,18.387258646073867,4fafb485c2ee519be3781d5d,Cape Town,Simons Town
48,,Boulders Beach,1616,Beach,-34.19637169478739,18.450390100479126,4b98f6f8f964a520f85835e3,Cape Town,Simons Town
49,,Glencairn,4030,Outdoors & Recreation,-34.15701512603394,18.431096486511873,4e564c431495eb38e205cf9f,Cape Town,Simons Town
50,7995,Salty Sea Dog,83,Seafood Restaurant,-34.19290297025501,18.432423161256683,4c5ff05190b2c9b6d2883b22,Cape Town,Simons Town
51,7975,Longbeach Mall,8728,Shopping Mall,-34.12407686,18.38848975,4b655967f964a52014ee2ae3,Cape Town,Simons Town
52,7975,Ocean Basket (Longbeach Mall),8841,Seafood Restaurant,-34.12368901949499,18.386778831481934,4c78ff0bdbaa76b0b446184b,Cape Town,Simons Town
53,,Sun Valley Mall,8780,Shopping Mall,-34.122237375949354,18.391602144031264,4f58b5a8e4b032fce6518966,Cape Town,Simons Town
54,7975,SPAR,6825,Grocery Store,-34.13270067,18.42109237,4c833b871b63b7130a629204,Cape Town,Simons Town
55,7995,Cafe Pescado,40,Italian Restaurant,-34.1934707511544,18.432994118030347,4ba3b8d7f964a5204b5838e3,Cape Town,Simons Town
56,,Quarterdeck Restaurant,40,Café,-34.19293419990403,18.433595773445433,4c4c26e2f7cc1b8dc692e540,Cape Town,Simons Town
57,,The HarbourView Coffee Shop,87,Coffee Shop,-34.19302131399117,18.432333091972755,4d19e19d85fc6dcb50dec04e,Cape Town,Simons Town
58,,JB's Ice Cream Parlor,80,Ice Cream Shop,-34.19327128970363,18.43240048609736,4f06c203e4b0e624d54e6c2a,Cape Town,Simons Town
59,7975,Woolworths,8735,Department Store,-34.12434152674115,18.387746136207994,4c78fe2cdbaa76b02dff174b,Cape Town,Simons Town
60,7975,Pick 'n Pay,8744,Grocery Store,-34.1240977,18.38807895,4c790136dbaa76b0484d184b,Cape Town,Simons Town
61,,Ostrich Farm,6856,Farm,-34.25305322979885,18.450738141375346,4b8bb0f8f964a52038a732e3,Cape Town,Simons Town
62,,Camel Rock,5369,Seafood Restaurant,-34.19712564054259,18.37514262451436,4dbeaf8a1e72b351cae64a9b,Cape Town,Simons Town
63,,Seaforth Beach,1265,Beach,-34.19433477134873,18.44694186528226,5055aa13e4b0e5434d33b0a0,Cape Town,Simons Town
64,,Burgher's Walk,1962,Trail,-34.19827182668759,18.453676661587604,52f38227498e5c091225a308,Cape Town,Simons Town
65,7975,Top of Red Hill Lookout Point,2068,Scenic Lookout,-34.179518296820696,18.41804265975952,4e3819aee4cdedd4a1b82b14,Cape Town,Simons Town
66,,Cape Farmhouse Restaurant,2643,Restaurant,-34.2054443023076,18.408680060827173,4ba4cb20f964a52064b538e3,Cape Town,Simons Town
67,,KFC,8794,Fast Food Restaurant,-34.12249656517485,18.390628606949466,4ee8d0906c25eda5a78f4e3f,Cape Town,Simons Town
68,7975,Mugg & Bean,8816,Coffee Shop,-34.123698206072504,18.387333356251144,4b8a4733f964a520c26632e3,Cape Town,Simons Town
69,,Miller's Point,5808,National Park,-34.231564,18.476006,572b1867498ed38838498559,Cape Town,Simons Town
70,7975,McDonald's,8752,Fast Food Restaurant,-34.12296733076661,18.390495500929376,4c66d3d5e1da1b8d520e9cc3,Cape Town,Simons Town
71,7975,Michigan Spur,8821,Breakfast Spot,-34.123694477147595,18.387222352971076,4b59c980f964a520019828e3,Cape Town,Simons Town
72,,Entrance Gate - Cape of Good Hope,7938,Toll Booth,-34.26151270129497,18.457935792914284,4eab94b0722efacf27d90b54,Cape Town,Simons Town
73,,Free range farm shop,9458,Deli / Bodega,-34.14247935885782,18.3508608579381,4cc2b055b2beb1f73b84114c,Cape Town,Simons Town
0,,Woolworths,161,Supermarket,-34.042990742696134,18.357395657275866,4cd81d427d454688bafae9ed,Cape Town,Hout Bay
1,,Hout Bay Beach,514,Beach,-34.04618111413202,18.359795589013345,4d170e38816af04d82b64cc2,Cape Town,Hout Bay
2,7806,Cheyne's,427,Mediterranean Restaurant,-34.04446461706228,18.359975213155252,517fff56e4b085cc8e56e30b,Cape Town,Hout Bay
3,,Hout Bay Coffee,309,Coffee Shop,-34.04295135647409,18.358995973031814,54bcf32a498e5ac87c42eb86,Cape Town,Hout Bay
4,7806,Mariner's Wharf,825,Harbor / Marina,-34.04748079252889,18.34842972434071,4d1477cbbb488cfaed3097d4,Cape Town,Hout Bay
5,7806,Bay Harbour Market,1557,Flea Market,-34.05525097147891,18.347278658118217,4e0ee364e4cd27fc7d3415c9,Cape Town,Hout Bay
6,7806,La Cuccina,1450,Deli / Bodega,-34.0305758981012,18.351263645055845,4b73ed1ef964a52061c02de3,Cape Town,Hout Bay
7,,Urban Brewing Co.,1535,Brewery,-34.05494,18.347109,56dac33fcd102abc30af33f9,Cape Town,Hout Bay
8,,The Wharfside Grill,819,Seafood Restaurant,-34.0474072683435,18.348444593821945,4d0cbcaa8010548114331a96,Cape Town,Hout Bay
9,7872,Chapman’s Peak View Point,3846,Scenic Lookout,-34.0776385285169,18.356480598449703,4ba4c2bcf964a52082b238e3,Cape Town,Hout Bay
10,7806,Hout Bay Craft Market,450,Arts & Crafts Store,-34.0424896920421,18.360471725463867,4ba5e990f964a520f32839e3,Cape Town,Hout Bay
11,,Posticino Ristorante Hout Bay,696,Italian Restaurant,-34.0466336096008,18.361875758350227,52a8c1ef11d25bb03486a1f8,Cape Town,Hout Bay
12,,Pakalolo,701,Restaurant,-34.046470126431586,18.362060332083125,4b9246aaf964a52086ef33e3,Cape Town,Hout Bay
13,,Llandudno Beach,4111,Beach,-34.008131170950485,18.341288566589355,4b8fda16f964a5208f6533e3,Cape Town,Hout Bay
14,7806,Tintswalo Atlantic,2685,Hotel,-34.06487215178444,18.36817502975464,4bd8b2452ecdce72e8ecd0f2,Cape Town,Hout Bay
15,7872,Chapman’s Peak Drive,3874,Road,-34.07773,18.359758,4ba21ffff964a5207bdd37e3,Cape Town,Hout Bay
16,7806,World of Birds,2905,Zoo,-34.017581351138745,18.362290257592136,4b93d821f964a520bb5434e3,Cape Town,Hout Bay
17,7806,Casareccio,616,Italian Restaurant,-34.04585538508249,18.361440740525723,4b633d3ef964a520cb6c2ae3,Cape Town,Hout Bay
18,7806,Chapmans Peak Hotel,705,Hotel,-34.046943236781225,18.361717746156163,4b656e3af964a5205ef02ae3,Cape Town,Hout Bay
19,,Hout Bay Manor,469,Hotel Bar,-34.043131309400664,18.36073427108847,4b9cc27cf964a520337a36e3,Cape Town,Hout Bay
20,8000,Constantia Nek,5774,Trail,-34.01197422977392,18.405724540516747,4dfc5de145ddebdfeaaa520f,Cape Town,Hout Bay
21,,Dario's,454,Italian Restaurant,-34.04351904415244,18.35073936915457,4b63e77ef964a52075962ae3,Cape Town,Hout Bay
22,7806,Dunes,374,Seafood Restaurant,-34.045606579953535,18.358335754108964,4b9ba93df964a520c31736e3,Cape Town,Hout Bay
23,7806,La Colombe at Silvermist,5393,French Restaurant,-34.015002015637265,18.403277080044173,4cdd82473f6a8cfa9b90f8ea,Cape Town,Hout Bay
24,7806,Sandy Bay,3128,Beach,-34.02363,18.331177,4ec7d29df5b9e88192ea65a9,Cape Town,Hout Bay
25,,Cape Point Vineyards,6368,Winery,-34.09390996592579,18.387361413973743,4c8b985252a98cfa044137e9,Cape Town,Hout Bay
26,,Beau Constantia,5715,Vineyard,-34.01368991788687,18.40643450696454,4ed330666c2510ace43b61bb,Cape Town,Hout Bay
27,8005,The Twelve Apostles,6637,Hotel,-33.9835262,18.3589679,4bdd43946c1b95218e34ad0f,Cape Town,Hout Bay
28,,Eagles Nest,6194,Vineyard,-34.01613573763241,18.414384507845693,4cc2ee5bbde8f04d3689a14b,Cape Town,Hout Bay
29,,La Parada,5735,Tapas Restaurant,-34.012250293743016,18.405437314475957,58023be4d67cadcef2aa974d,Cape Town,Hout Bay
30,,Noordhoek Farm Village,6367,Food & Drink Shop,-34.097280774538184,18.37775731916412,4c67a184e1da1b8d06b79ec3,Cape Town,Hout Bay
31,7848,Groot Constantia,6579,Vineyard,-34.02717850143701,18.42433830632882,4ba721b1f964a5204b8239e3,Cape Town,Hout Bay
