,Name,Distance,Categories,Latitude,Longitude,Id,Neighborhood,Likes
49,Active Sushi,772,Sushi Restaurant,-33.917408247987254,18.4174869406985,559c4dee498ee5bd5a9efe16,City Bowl,21
50,The Odyssey,648,Gastropub,-33.92491677354826,18.414130554327592,51a60085498eabc8e6518c7c,City Bowl,33
51,Atlas Trading,579,Food & Drink Shop,-33.921432063385176,18.41535035864088,4d25c78bbcc1224b43bf931b,City Bowl,7
52,"Seattle Coffee, The Towers",779,Coffee Shop,-33.919565151029474,18.42779236125447,565d37ef498e7ec1b1844dd8,City Bowl,8
53,Lindt Chocolate Studio,870,Dessert Shop,-33.91635811808607,18.4177782882725,4d6257e85b276dcbe6332ec6,City Bowl,12
54,Harvest Cafe,614,Café,-33.921240999999995,18.415035999999997,5a17b67ac9f9072c9ad13574,City Bowl,13
55,The Station on Bree,693,Cocktail Bar,-33.925319,18.413736,583873cef229952c8deb00e2,City Bowl,11
56,Sea Breeze,706,Seafood Restaurant,-33.92534801566513,18.413609372346357,594e4669c4df1d7f6c47400d,City Bowl,18
57,Roxy's Café,969,Pub,-33.931779428525026,18.417064551053354,4d31e8a1f8c9224b88baabd2,City Bowl,41
58,GROUND art caffe,820,Café,-33.91718451956044,18.416862867248827,580dc038d67c5d1952d9ba29,City Bowl,7
59,Molten Toffee,984,Café,-33.92860595155709,18.41212333031075,544a7302498e92c459bb4a90,City Bowl,35
60,The Yard,976,Burger Joint,-33.93235763040626,18.41924021763723,5049decbd63eaea07a7701d2,City Bowl,133
61,Sababa Kitchen and Deli,774,Deli / Bodega,-33.92591032311136,18.413039656082926,4e785de7ae60e5ae00352787,City Bowl,10
62,Haas,480,Coffee Shop,-33.92716344914026,18.42410703046114,5413fdb0498eec6ac4762769,City Bowl,38
63,Mustacchio Caffe,798,Restaurant,-33.92714162782837,18.41340780258179,57a779dd498e1c2e47e9a43d,City Bowl,22
64,La Petite Tarte,898,Café,-33.916158848541635,18.417538629557846,4b4b20f1f964a520c39226e3,City Bowl,38
65,Societi Bistro,946,French Restaurant,-33.92905575502097,18.413027816709768,4bba27f23db7b713cbf8229a,City Bowl,79
66,Harringtons,590,Bar,-33.928363902672785,18.424041823326455,57f79a87498e97194953e8c5,City Bowl,10
67,Minato,573,Sushi Restaurant,-33.9257409103586,18.415285322788296,4bc4db9af8219c74ecfeb710,City Bowl,4
68,Cabrito,287,Bar,-33.90831531811706,18.41098194413961,520bc1a011d235a4fadfa1ac,Atlantic Seaboard,31
69,Big Route Gourmet Pizzeria,247,Pizza Place,-33.90777064392352,18.409355365419817,500ec06be4b0bfdb6d36afd4,Atlantic Seaboard,50
70,Rocomamas,244,Burger Joint,-33.907756180031576,18.40918560395864,4bae48b1f964a5201d9d3be3,Atlantic Seaboard,49
71,El Burro,281,Mexican Restaurant,-33.90839898887066,18.41097445637066,4d0a3452454c6dcbd26e3d8e,Atlantic Seaboard,144
72,UpperBloem,333,Restaurant,-33.908406,18.411642999999998,5b11ac0467f62b002c41022c,Atlantic Seaboard,6
73,nü,427,Juice Bar,-33.909010104495145,18.41301459647644,5412b432498eac1f78dbfcaf,Atlantic Seaboard,25
74,"Sky Bar, Cape Royale",325,Cocktail Bar,-33.909185562008865,18.411927726072136,4b93afb6f964a520f54c34e3,Atlantic Seaboard,21
75,Hudsons on Somerset,396,Burger Joint,-33.90905242086595,18.412678374192065,4ce6b7760f196dcb1d5f39ae,Atlantic Seaboard,134
76,Vida e Caffè,431,Coffee Shop,-33.90907535559835,18.413077327151708,4bf476342d62952104206058,Atlantic Seaboard,26
77,Shift Espresso Bar,362,Coffee Shop,-33.9087686348349,18.41218890327141,53aeb057498e7b9f40cde779,Atlantic Seaboard,34
78,Pigalle,844,Seafood Restaurant,-33.913161220900925,18.416743956402897,4bc0aaf8abf495217098bf93,Atlantic Seaboard,111
79,Grand Cafe and Beach,578,Café,-33.90553,18.411939999999998,4be254e22fc7d13a6d5e083a,Atlantic Seaboard,186
80,Mano's,435,Gastropub,-33.909412097053725,18.41318766918164,4b62dec0f964a52087562ae3,Atlantic Seaboard,25
81,Cooked,947,Coffee Shop,-33.90712279784909,18.418205335202128,566da475498ed2e93de35c6c,Atlantic Seaboard,19
82,Village Café,971,Breakfast Spot,-33.9154162518468,18.416634829715253,4ba5d64af964a520fb2439e3,Atlantic Seaboard,20
83,Brew,321,Coffee Shop,-33.90864760240377,18.411647197187428,51dfc3b4498e5c0fc354cdbb,Atlantic Seaboard,5
84,Best Of Asia,249,Sushi Restaurant,-33.90779360842176,18.40950037713233,4f802e61e4b0bf6cc926c85f,Atlantic Seaboard,10
85,Vista Bar - The One&Only Cape Town,738,Hotel Bar,-33.908906174034726,18.416411431018613,4de12a1b8877aab7fe5c99c6,Atlantic Seaboard,10
86,Nobu - The One&Only Cape Town,742,Japanese Restaurant,-33.908877907255565,18.41644643730385,4b72f54ff964a5202d922de3,Atlantic Seaboard,91
87,Beluga,950,Sushi Restaurant,-33.91243967919306,18.418321047644554,4bdd96b339b4c9288c681193,Atlantic Seaboard,234
88,Sloppy Sam,870,Mediterranean Restaurant,-33.913184179999995,18.417037,4b6c4970f964a520f22d2ce3,Atlantic Seaboard,7
89,Vista Marina,907,Mediterranean Restaurant,-33.908045,18.418070999999998,58b7fface9efba3ce673ff4b,Atlantic Seaboard,8
90,Marios,285,Restaurant,-33.90818818771397,18.41082427787595,4cd59c3276ab721e8f346e6a,Atlantic Seaboard,2
91,Cafe Extrablatt,299,Café,-33.908380691796275,18.41119741939031,4e8c82ba93adecfdb96c7047,Atlantic Seaboard,41
92,Bo-kaap Kombuis,945,Restaurant,-33.91754754196031,18.41290115837862,4d14ed8a8312236a54774eba,Atlantic Seaboard,22
93,Table Thirteen,896,Restaurant,-33.91254117456231,18.41765820350372,4b878014f964a52021c131e3,Atlantic Seaboard,10
94,Bootlegger Coffee Company,451,Coffee Shop,-33.909503961773105,18.413368811299573,59ef4d0f92e7a94da77d450f,Atlantic Seaboard,13
95,Vida e Caffe Prestwich Street,963,Coffee Shop,-33.91287069130057,18.418289990305126,4fa8abffe4b08ab44fa539d8,Atlantic Seaboard,6
96,Shoreline Cafe @ Two Oceans Aquarium,898,Café,-33.90812704951602,18.41800028199086,4bbdb1e7a8cf76b09607b2fd,Atlantic Seaboard,4
97,Kauai : Point Virgin Active,627,Juice Bar,-33.906501436941326,18.403065593323273,4d91ed829acaa143879ef2f0,Atlantic Seaboard,3
98,Tomahawk Spur,732,Steakhouse,-33.91250095793893,18.545507736215992,4d8b8e627139b1f74eb3e2d4,Goodwood,1
99,Debonairs Pizza,638,Pizza Place,-33.912401308406984,18.549417930413483,4ddd415322713339cd28b719,Goodwood,2
100,Simply Asia,746,Thai Restaurant,-33.91263981265898,18.54548454646108,4de8ae1d1f6e9b5377122333,Goodwood,0
101,Greenfields Pub,609,Pub,-33.88117592304591,18.70619773864746,4ce1bf353644a09300bf5e9f,Brackenfell,0
102,The Lighthouse Cafe,175,Café,-34.193163993654586,18.43135689901424,514d8bffe4b091940a1725ea,Simons Town,57
103,Monocle & Mermaid,21,Café,-34.193270586211405,18.433466871660144,545e3eca498e7ab0f02e0435,Simons Town,18
104,The Sweetest Thing,249,Café,-34.19317047351982,18.43055182667423,4bbb4de63db7b713a626249a,Simons Town,9
105,Saveur Restaurant,85,Seafood Restaurant,-34.192911526213344,18.432391332695282,54ad0e2b498ed6d6c86153cc,Simons Town,23
106,The Meeting Place,116,Café,-34.193254130109054,18.43200765819856,4baf22c5f964a52011ed3be3,Simons Town,11
107,The 2'6 Pence,201,Pub,-34.19315718210969,18.431073556333466,4d190352816af04d793e5ac2,Simons Town,5
108,Salty Sea Dog,83,Seafood Restaurant,-34.19290297025501,18.432423161256683,4c5ff05190b2c9b6d2883b22,Simons Town,24
109,Cafe Pescado,40,Italian Restaurant,-34.1934707511544,18.432994118030347,4ba3b8d7f964a5204b5838e3,Simons Town,10
110,Quarterdeck Restaurant,40,Café,-34.19293419990403,18.433595773445436,4c4c26e2f7cc1b8dc692e540,Simons Town,10
111,The HarbourView Coffee Shop,87,Coffee Shop,-34.19302131399117,18.432333091972755,4d19e19d85fc6dcb50dec04e,Simons Town,9
112,Hout Bay Coffee,309,Coffee Shop,-34.04295135647409,18.35899597303181,54bcf32a498e5ac87c42eb86,Hout Bay,15
113,Cheyne's,427,Mediterranean Restaurant,-34.04446461706228,18.359975213155245,517fff56e4b085cc8e56e30b,Hout Bay,19
114,Dunes,374,Seafood Restaurant,-34.045606579953535,18.358335754108964,4b9ba93df964a520c31736e3,Hout Bay,70
115,Hout Bay Manor,469,Hotel Bar,-34.043131309400664,18.360734271088468,4b9cc27cf964a520337a36e3,Hout Bay,4
116,Posticino Ristorante Hout Bay,696,Italian Restaurant,-34.0466336096008,18.361875758350227,52a8c1ef11d25bb03486a1f8,Hout Bay,8
117,Dario's,454,Italian Restaurant,-34.04351904415244,18.35073936915457,4b63e77ef964a52075962ae3,Hout Bay,13
118,Pakalolo,701,Restaurant,-34.046470126431586,18.362060332083125,4b9246aaf964a52086ef33e3,Hout Bay,13
119,Casareccio,616,Italian Restaurant,-34.04585538508249,18.361440740525726,4b633d3ef964a520cb6c2ae3,Hout Bay,12
120,The Wharfside Grill,819,Seafood Restaurant,-34.0474072683435,18.348444593821945,4d0cbcaa8010548114331a96,Hout Bay,23
121,Trattoria Luigi,334,Italian Restaurant,-34.043694,18.359197,4b8e98caf964a520e92a33e3,Hout Bay,1
122,Ragafellows,334,Steakhouse,-34.043785395112096,18.35916980243097,52b33531498eaff70f1be607,Hout Bay,3
123,Deli Delish,507,Deli / Bodega,-34.04559709869473,18.360247630701114,4b66cf2ff964a520ac2b2be3,Hout Bay,4
124,Ocean basket,559,Seafood Restaurant,-34.04430814665536,18.349759967224983,4d0a4c7c5edd5481e7e3049b,Hout Bay,0
125,Ocean Basket,577,Seafood Restaurant,-34.04532731806308,18.3612905283484,4c696d0e0e98a59303632459,Hout Bay,0
126,Bugatti's Trattoria,554,Pizza Place,-34.04078137019706,18.350322000452415,50afa5aee4b00a661c335a62,Hout Bay,7
127,Ta-Da Creperie & Coffee Bar,513,Coffee Shop,-34.04185813915021,18.35028144132193,5076767fe4b0d316330e9649,Hout Bay,6
128,Gabriella's,160,Coffee Shop,-34.042346190564594,18.35713600409748,4e6b293d88772457c4c569f6,Hout Bay,0
129,W Café,173,Café,-34.04290189430646,18.3575068382022,500c0a9ae4b098bae33d1366,Hout Bay,0
130,Seafood Bistro,827,Seafood Restaurant,-34.047415,18.348345000000002,4d87363d02eb5481ec9765f5,Hout Bay,3
131,Woodcutters Arms,332,Pub,-34.043229486420074,18.359246557684504,51a0f365498ee67d837d21c5,Hout Bay,5
132,La Cabane,444,Restaurant,-34.045,18.359878,4da170677ccc816e54fa527b,Hout Bay,0
133,The Workshop,539,Pub,-34.044895000000004,18.361079,4b641deaf964a520d39f2ae3,Hout Bay,1
134,The Vine,576,Coffee Shop,-34.045528000000004,18.361156,5abe3b0a8c812a75b8ec79ac,Hout Bay,2
135,"Sushi Zone, Hout Bay",646,Sushi Restaurant,-34.046058833901704,18.36166716140094,4d25d303bcc1224bfb2d941b,Hout Bay,1
136,Vida E Caffè,647,Coffee Shop,-34.04683046218402,18.36101700388365,4ed87e12d3e346be320033ad,Hout Bay,4
137,Muriel's munchies,904,Seafood Restaurant,-34.04808754786446,18.347905843684472,4de8e558227148fcea3a6010,Hout Bay,3
138,Big Route Gourmet Pizzeria,500,Pizza Place,-33.90777064392352,18.409355365419817,500ec06be4b0bfdb6d36afd4,Green Point,50
139,Rocomamas,489,Burger Joint,-33.907756180031576,18.40918560395864,4bae48b1f964a5201d9d3be3,Green Point,49
140,Cabrito,647,Bar,-33.90831531811706,18.41098194413961,520bc1a011d235a4fadfa1ac,Green Point,31
141,The Hussar Grill,666,Steakhouse,-33.9040106465762,18.398758440541393,5676faab498e7758023b13ef,Green Point,63
142,El Burro,653,Mexican Restaurant,-33.90839898887066,18.41097445637066,4d0a3452454c6dcbd26e3d8e,Green Point,144
143,UpperBloem,698,Restaurant,-33.908406,18.411642999999998,5b11ac0467f62b002c41022c,Green Point,6
144,Grand Cafe and Beach,569,Café,-33.90553,18.411939999999998,4be254e22fc7d13a6d5e083a,Green Point,186
145,nü,838,Juice Bar,-33.909010104495145,18.41301459647644,5412b432498eac1f78dbfcaf,Green Point,25
146,Sotano,606,Mediterranean Restaurant,-33.89988327026367,18.40989112854004,4cdec33ddf986ea8d1cddd16,Green Point,72
147,Wafu,457,Sushi Restaurant,-33.90018276210156,18.405283014685427,4b688a10f964a520a67e2be3,Green Point,6
148,The Butcher Shop & Grill,594,Steakhouse,-33.901679454719265,18.400334491967726,53f8e123498ea90065a156b5,Green Point,58
149,"Sky Bar, Cape Royale",777,Cocktail Bar,-33.909185562008865,18.411927726072136,4b93afb6f964a520f54c34e3,Green Point,21
150,Hudsons on Somerset,818,Burger Joint,-33.90905242086595,18.412678374192065,4ce6b7760f196dcb1d5f39ae,Green Point,134
151,Lily's,466,Restaurant,-33.90009085628469,18.405437095949853,5934345962420b11b88938b6,Green Point,23
152,Shift Espresso Bar,763,Coffee Shop,-33.9087686348349,18.41218890327141,53aeb057498e7b9f40cde779,Green Point,34
153,Vida e Caffè,847,Coffee Shop,-33.90907535559835,18.413077327151708,4bf476342d62952104206058,Green Point,26
154,Pepeneros,461,Italian Restaurant,-33.90012661651019,18.405541411480304,4cbdd5374495721eadb6617a,Green Point,45
155,Mano's,879,Gastropub,-33.909412097053725,18.41318766918164,4b62dec0f964a52087562ae3,Green Point,25
156,Best Of Asia,511,Sushi Restaurant,-33.90779360842176,18.40950037713233,4f802e61e4b0bf6cc926c85f,Green Point,10
157,Brew,717,Coffee Shop,-33.90864760240377,18.411647197187428,51dfc3b4498e5c0fc354cdbb,Green Point,5
158,Buzbey Grill,893,Steakhouse,-33.908027000000004,18.397432000000002,4bf6bd984a67c9287f5422cf,Green Point,3
159,Caffe Neo,614,Café,-33.90176616761468,18.400029494142228,4b4c4936f964a52082b026e3,Green Point,34
160,Newport Deli,572,Sandwich Place,-33.90190553604957,18.400456244311137,4ba60cb1f964a520353039e3,Green Point,9
161,Richard's Bistro,930,Breakfast Spot,-33.90840567906738,18.39722321635365,4f5c79d7e4b0d8f7b6f847fe,Green Point,9
162,Marios,626,Restaurant,-33.90818818771397,18.41082427787595,4cd59c3276ab721e8f346e6a,Green Point,2
163,Cafe Extrablatt,666,Café,-33.908380691796275,18.41119741939031,4e8c82ba93adecfdb96c7047,Green Point,41
164,Xiang Yuan Chinese & Sushi.,965,Sushi Restaurant,-33.90861785595023,18.39693105351711,4d1f60025c4ca1cdc3d7983d,Green Point,6
165,Bootlegger Coffee Company,899,Coffee Shop,-33.909503961773105,18.413368811299573,59ef4d0f92e7a94da77d450f,Green Point,13
166,Aldiwan | الديوان (Aldiwan),992,Café,-33.90873921144157,18.39668371940371,4d3c6b0a3ec9a35d046a4881,Green Point,9
167,Kauai : Point Virgin Active,366,Juice Bar,-33.906501436941326,18.403065593323273,4d91ed829acaa143879ef2f0,Green Point,3
168,Jonkershuis Restaurant,409,Restaurant,-34.03071406873821,18.41894095683067,4b76fcdbf964a520cb712ee3,Constantia,68
169,"Simon's, Groot Constantia",371,French Restaurant,-34.03120357482775,18.417613065669027,4c4b3e985609c9b6814edf90,Constantia,37
170,Bismillah Take Aways & Fast Foods,518,Eastern European Restaurant,-33.997671999999994,18.702366,52c0644c498e7c709c216a4e,Blue Downs,0
171,Saratoga Spur,292,Breakfast Spot,-33.90485846156931,18.588347575011024,4e09f6ceaeb74c399121300d,Parow,3
172,Harlequin Restaurant,795,Italian Restaurant,-33.904106861855865,18.595328592007352,4c2a54338ef52d7fbbb32fba,Parow,3
173,D's Speakeasy,957,Pub,-33.83209368358392,18.646245724366526,4f0d6c0de4b01660dc7720d1,Durbanville,17
174,Silver Creek Spur,866,Breakfast Spot,-33.83266883428387,18.647458194082898,4c45cc57f799e21eaab0afa2,Durbanville,9
175,Slug And Lettuce,869,Steakhouse,-33.83292198978405,18.646268665951144,5256f5a211d2857ca3662556,Durbanville,19
176,Mugg & Bean,752,Coffee Shop,-33.8336878,18.6476441,4c7e2c3fd461a143ae2d7ff5,Durbanville,6
177,Simply Asia Durbanville,939,Thai Restaurant,-33.83230550518704,18.64610820068808,4dde780688779c82bec4fbe6,Durbanville,7
178,Roman's Pizza,907,Pizza Place,-33.832498,18.646523000000002,4b9e7349f964a520ece436e3,Durbanville,2
179,Lorenzo Marx,674,Coffee Shop,-34.09420320453125,18.490519583454553,4ffd3826e4b07c449d5a533f,Muizenberg,8
180,Upper Crust Pizzeria,728,Pizza Place,-34.09292170397636,18.479423104938363,4ca0d82203133704ca777ed5,Muizenberg,7
181,Fish Hoek Fisheries,691,Seafood Restaurant,-34.13626448054778,18.432016968727115,4c4f15abdb2c20a15b4d7875,Fish Hoek,9
182,Bhandaris,538,Indian Restaurant,-34.14038928605399,18.42994630336761,4d04555890762d43989ff18a,Fish Hoek,7
183,Beachcomber Bistro,735,Seafood Restaurant,-34.14079131124154,18.43210151537895,4d045c1f90762d439ca5f18a,Fish Hoek,5
184,The Galley Restaurant,736,Seafood Restaurant,-34.14096809004105,18.432001067416216,4cfbaf1f41eca090d392d650,Fish Hoek,15
185,Golden River Spur,625,Breakfast Spot,-34.13833865026225,18.43161100231141,4d276f13d86aa090140b1ec0,Fish Hoek,8
186,Steers,603,Burger Joint,-34.138279499999996,18.4313687,4c8206028ce59c74124277b0,Fish Hoek,5
187,The Victorian Times,530,Pub,-34.140537224197395,18.42974709364005,4c2dfef6e307d13a8db50eda,Fish Hoek,4
188,Pappa Jo's,569,Bar,-34.13796504370141,18.431013822555546,4c8110366cc2b713de32169b,Fish Hoek,0
189,Mike's Kitchen,239,Steakhouse,-33.87908356722952,18.498939156201306,4cde713370bba1cd2a5160c4,Milnerton,15
190,Maestro's On The Beach,861,Italian Restaurant,-33.880785605897174,18.48721203182492,4b5197dff964a5204a5027e3,Milnerton,64
191,Ilha Restaurant and Bar,854,Bar,-33.881766578311876,18.487576962907266,4cfa508d7945224b273c7fe7,Milnerton,9
192,St Elmo's,227,Pizza Place,-33.87929069363612,18.498847220926315,4d8e2cc93bfef04da8249286,Milnerton,0
193,Caffé Verdi,522,Bar,-34.0068535637128,18.46314632443417,4c49ae9920ab1b8dcc081b17,Wynberg,13
194,Four and Twenty Cafe,504,Café,-34.00678605841462,18.463326452769397,5184d993498e26edec1cba6f,Wynberg,50
195,Erawan Thai Restaurant & Bar,522,Thai Restaurant,-34.00695946987995,18.46325879446437,4f1c38b3e4b0c74ef2a7e7cf,Wynberg,14
196,Borusso's,912,Pizza Place,-33.99552605470877,18.468744110769986,4b43b6daf964a52061e725e3,Wynberg,21
197,Bootlegger Coffee Company,856,Coffee Shop,-33.99604277171098,18.468850326813342,558bdf32498e9eae96599488,Wynberg,38
198,Bibi's Kitchen,711,Indian Restaurant,-34.00419682928632,18.4749309609382,4b929311f964a520bb0534e3,Wynberg,4
199,Jakes on Summerley,920,Gastropub,-33.99553438689696,18.46931897306063,4c1e0119fcf8c9b60d97ac0b,Wynberg,12
200,Favorito Caffe,181,Coffee Shop,-34.00363615526734,18.469219604404646,4dcb95fd1838cc2cc64f8469,Wynberg,3
201,Thistles,155,Coffee Shop,-34.004088862329,18.46884101629257,4bb70451f562ef3be4f63097,Wynberg,0
202,Wild Bean Cafe,904,Café,-34.00207357,18.476876999999998,4ded0025d164bd989b1ad5da,Wynberg,0
203,Eat Out The Box,973,Pizza Place,-34.01148928008831,18.46264306979053,4d52dfd8e0275481225fb9b6,Wynberg,1
204,Ocean Basket Glengarry Shopping Centre,738,Seafood Restaurant,-33.849090000000004,18.67419,4e479d6daeb70e74f4a45ba3,Kuils River,0
205,Caffe Rossini,842,Café,-33.844046999999996,18.677177,4d4e6705a0b0a093e0844d83,Kuils River,2
